Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000100368	ENST00000403662	ENSP00000384053	1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:HGNC:2436]	1	4.91417	2.51987	-6569.019678	-6561.590601	14.8581539999996	0.000593735	-3.22640734915574	1	0.00251741824990447	4.93425	2.48252	-6689.714959	-6681.769213	15.8914920000007	0.000354166	-3.45079313349358	1	0.00159749021788618	4.91414	2.51111	-6568.437816	-6561.588361	13.6989099999992	0.001060033	-2.9746806144571	1	0.00436766660527293	4.93421	2.47505	-6688.714991	-6681.768471	13.893039999999	0.000961977	-3.01683531142632	1	0.00411333209710983
ENSG00000100453	ENST00000216341	ENSP00000216341	3002	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) [Source:HGNC Symbol;Acc:HGNC:4709]	5	3.32044	12.2407	-2331.126376	-2304.784501	52.6837500000001	0	-Inf	0	0	3.24656	11.88201	-2367.364425	-2341.942286	50.8442780000005	0	-Inf	0	0	3.32191	12.30193	-2331.118055	-2304.726297	52.7835159999995	0	-Inf	0	0	3.24819	12.24753	-2367.354115	-2341.88937	50.9294900000004	0	-Inf	0	0
ENSG00000100473	ENST00000396618	ENSP00000379862	1690	COCH	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	1	5.8629	45.13321	-2772.735362	-2752.496784	40.4771559999999	2e-09	-8.69897000433602	2.2192e-05	1.88868085106383e-08	5.93278	36.37923	-2831.466056	-2813.258765	36.4145820000003	1.2e-08	-7.92081875395237	0.000133152	1.0353965785381e-07	5.87667	45.44738	-2772.119178	-2752.494938	39.2484800000002	3e-09	-8.52287874528034	3.3288e-05	2.92513181019332e-08	5.69185	20.93072	-2831.197101	-2814.086654	34.220894	3.7e-08	-7.43179827593301	0.000410552	3.12682406702209e-07
ENSG00000100578	ENST00000354386	ENSP00000346359	9786	KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]	1	5.05757	10.32682	-9107.679415	-9098.353673	18.6514840000018	8.9101e-05	-4.05011742175387	0.988664696	0.000439211326521546	5.15229	11.98904	-9270.829841	-9262.352288	16.9551060000013	0.000208087	-3.6817550509975	1	0.000970140063865546	5.05945	10.42536	-9107.27032	-9098.366086	17.8084679999993	0.000135813	-3.86705865746312	1	0.000660377321647678	5.15592	12.19957	-9270.540987	-9262.380334	16.3213060000016	0.000285676	-3.54412624371029	1	0.0013523297337884
ENSG00000100593	ENST00000342219	ENSP00000341490	145501	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]	2	3.3817	5.6842	-3946.88899	-3931.620517	30.5369460000002	2.34e-07	-6.63078414258986	0.002596464	1.7082e-06	3.64598	5.34916	-4002.638971	-3989.806529	25.6648839999998	2.673e-06	-5.57300104124346	0.029659608	1.70359609419874e-05	3.38354	5.8433	-3946.746633	-3931.666846	30.1595740000002	2.82e-07	-6.54975089168064	0.003129072	2.07773705179283e-06	3.64813	5.58542	-4002.251564	-3989.867434	24.7682600000007	4.184e-06	-5.37840832414078	0.046425664	2.6882260567458e-05
ENSG00000100721	ENST00000402399	ENSP00000385036	8115	TCL1A	T-cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:HGNC:11648]	2	3.59561	4.70402	-804.96607	-797.40052	15.1310999999998	0.000517992	-3.28567694755725	1	0.0022200228783314	3.2916	5.48724	-831.748306	-823.528944	16.4387239999999	0.000269387	-3.56962336616496	1	0.00123773008364389	3.59542	4.70045	-804.897458	-797.398943	14.99703	0.000553906	-3.25656393047928	1	0.00242260188253843	3.29148	5.48249	-831.74085	-823.527478	16.4267440000001	0.000271005	-3.56702269638619	1	0.00128562269345874
ENSG00000100867	ENST00000344777	ENSP00000344674	10202	DHRS2	dehydrogenase/reductase (SDR family) member 2 [Source:HGNC Symbol;Acc:HGNC:18349]	2	7.22125	5.82731	-1808.551952	-1799.782851	17.5382020000002	0.000155463	-3.80837295588388	1	0.000730939596610169	7.0132	12.02855	-1878.00481	-1867.30387	21.4018799999999	2.2524e-05	-4.64735448133103	0.249926304	0.000124341444776119	7.21144	6.71814	-1808.037951	-1799.698229	16.6794439999999	0.000238839	-3.62189475584309	1	0.001109316678108	6.99202	10.9228	-1877.499373	-1867.092997	20.8127520000003	3.0239e-05	-4.51943257499831	0.335531944	0.000168348690070211
ENSG00000100918	ENST00000620473	ENSP00000482546	9985	REC8	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]	5	3.7119	7.14155	-3498.891727	-3467.992245	61.7989640000005	0	-Inf	0	0	3.89885	7.06925	-3622.335245	-3594.837763	54.9949640000004	0	-Inf	0	0	3.71085	7.41224	-3498.827917	-3467.96707	61.7216939999998	0	-Inf	0	0	3.89563	6.89769	-3621.237903	-3594.824786	52.8262340000001	0	-Inf	0	0
ENSG00000101203	ENST00000358894	ENSP00000351767	57642	COL20A1	collagen, type XX, alpha 1 [Source:HGNC Symbol;Acc:HGNC:14670]	2	6.65323	5.75383	-9151.334447	-9139.300915	24.0670639999989	5.942e-06	-5.22606735253235	0.065932432	3.54857007534984e-05	6.58516	6.32636	-9326.339647	-9315.565605	21.5480840000018	2.0936e-05	-4.67910629036818	0.232305856	0.000116502435305918	6.57661	6.39172	-9149.017396	-9139.2307	19.5733919999984	5.6194e-05	-4.25031005286509	0.623528624	0.000293425234823529	6.58283	6.98207	-9324.340486	-9315.521498	17.6379759999982	0.000147898	-3.83003769885528	1	0.000732950517195177
ENSG00000101347	ENST00000262878	ENSP00000262878	25939	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:HGNC:15925]	3	3.80805	4.52412	-4060.478446	-4044.183368	32.5901560000002	8.4e-08	-7.07572071393812	0.000932064	6.4997489539749e-07	3.96604	3.98765	-4083.866017	-4066.11426	35.503514	2e-08	-7.69897000433602	0.00022192	1.6748679245283e-07	3.80017	4.64564	-4060.034917	-4044.184379	31.7010760000003	1.31e-07	-6.88272870434424	0.001453576	1.00872727272727e-06	3.96603	4.02499	-4082.718905	-4066.118129	33.2015520000004	6.2e-08	-7.20760831050175	0.000687952	5.08464153732446e-07
ENSG00000101751	ENST00000579534	ENSP00000462664	11201	POLI	polymerase (DNA directed) iota [Source:HGNC Symbol;Acc:HGNC:9182]	1	4.86696	16.49885	-4302.348922	-4296.049589	12.5986659999999	0.00183753	-2.7357655617795	1	0.00703319519834426	5.28063	16.91131	-4344.907309	-4338.706491	12.4016360000005	0.002027771	-2.69298109226369	1	0.0079086632745167	5.69721	19.85618	-4302.327538	-4296.779304	11.0964679999997	0.003894329	-2.40956736127801	1	0.0142424108714568	5.302	17.52111	-4344.745924	-4338.592535	12.3067780000001	0.002126264	-2.67238281383664	1	0.00853273972658228
ENSG00000101888	ENST00000218004	ENSP00000218004	55916	NXT2	nuclear transport factor 2-like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	4	3.96185	5.97763	-1209.020305	-1191.523382	34.9938459999998	2.5e-08	-7.60205999132796	0.0002774	2.0639880952381e-07	3.60807	5.94458	-1243.929527	-1228.849648	30.1597580000002	2.82e-07	-6.54975089168064	0.003129072	2.05995523370639e-06	3.96185	5.97763	-1206.042617	-1191.523383	29.0384680000002	4.95e-07	-6.30539480106643	0.00549252	3.53444015444015e-06	3.60807	5.94458	-1243.667117	-1228.84965	29.6349339999997	3.67e-07	-6.43533393574791	0.004072232	2.73120858484239e-06
ENSG00000101916	ENST00000311912	ENSP00000312082	51311	TLR8	toll-like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	1	2.53925	8.75023	-6014.247109	-6003.14867	22.1968780000007	1.5136e-05	-4.81998888094228	0.167949056	8.50805754812563e-05	2.80296	7.76254	-6072.994654	-6062.965061	20.0591860000004	4.4076e-05	-4.35579782560708	0.489067296	0.000230909960339943	2.51755	8.38245	-6014.210273	-6003.114927	22.1906920000001	1.5183e-05	-4.81864240797155	0.168470568	8.75626652806653e-05	2.80493	8.17666	-6072.821034	-6062.931963	19.7781419999992	5.0726e-05	-4.29476938263466	0.562855696	0.000272437413359148
ENSG00000102021	ENST00000371920	ENSP00000360988	51213	LUZP4	leucine zipper protein 4 [Source:HGNC Symbol;Acc:HGNC:24971]	4	3.85833	9.91262	-1522.13124	-1508.559425	27.14363	1.276e-06	-5.89414932561486	0.014158496	8.43269565217391e-06	4.19693	10.00467	-1549.417455	-1536.71268	25.4095499999999	3.037e-06	-5.51755520808173	0.033698552	1.92014541310541e-05	3.85834	9.91263	-1522.018356	-1508.559423	26.9178660000002	1.428e-06	-5.84527179255984	0.015845088	9.62057559198543e-06	4.19693	10.00468	-1549.213874	-1536.712679	25.0023900000001	3.722e-06	-5.42922363120525	0.041299312	2.40531811298777e-05
ENSG00000102387	ENST00000372907	ENSP00000361998	54457	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa [Source:HGNC Symbol;Acc:HGNC:11548]	1	3.12147	5.58086	-2953.76254	-2943.783644	19.9577920000002	4.6368e-05	-4.33378163620892	0.514499328	0.000238857626740947	3.26304	5.27074	-3016.341157	-3006.797066	19.0881819999995	7.1623e-05	-4.1449474920904	0.794728808	0.000363553892040256	3.12143	5.57738	-2953.758349	-2943.782128	19.9524420000007	4.6492e-05	-4.3326217708683	0.515875232	0.00024593136320305	3.26299	5.26763	-3016.341093	-3006.795489	19.0912079999998	7.1515e-05	-4.14560285702418	0.79353044	0.00037483724137931
ENSG00000102445	ENST00000429979	ENSP00000396935	80183	KIAA0226L	KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420]	1	4.59015	16.17344	-4282.542106	-4272.961089	19.162033999999	6.9027e-05	-4.16098100118446	0.765923592	0.000347357638095238	4.54505	18.25525	-4356.941177	-4347.480282	18.9217899999985	7.7837e-05	-4.10881391103047	0.863679352	0.000392224955495005	4.61664	16.32499	-4282.504513	-4272.940317	19.1283920000005	7.0198e-05	-4.15367526110862	0.778917008	0.000359776909006928	4.56932	18.39969	-4356.921226	-4347.451576	18.9393	7.7158e-05	-4.11261903815906	0.856145168	0.000403081529190207
ENSG00000102837	ENST00000219022	ENSP00000219022	10562	OLFM4	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]	1	3.66835	24.38405	-3218.733306	-3211.878096	13.7104200000003	0.00105395	-2.97717999181718	1	0.00423718449275362	3.63376	35.50762	-3277.97677	-3271.494585	12.9643700000006	0.001530463	-2.81517716530877	1	0.00611303723830094	3.6692	25.68032	-3218.478754	-3211.856987	13.2435340000002	0.001331077	-2.87579682077788	1	0.00536492204576825	3.62728	36.45622	-3277.673484	-3271.440108	12.4667520000003	0.001962814	-2.70712085302398	1	0.00792554008151383
ENSG00000102893	ENST00000323584	ENSP00000313504	5257	PHKB	phosphorylase kinase, beta [Source:HGNC Symbol;Acc:HGNC:8927]	1	3.14471	47.28613	-5631.425852	-5615.192178	32.4673480000001	8.9e-08	-7.05060999335509	0.000987544	6.86271021542738e-07	3.6125	13.28139	-5719.387361	-5702.54955	33.6756220000007	4.9e-08	-7.30980391997149	0.000543704	3.94274111675127e-07	3.16831	47.59912	-5630.888117	-5615.143284	31.4896660000013	1.45e-07	-6.83863199776502	0.00160892	1.10807162534435e-06	3.61224	13.24517	-5718.991827	-5702.533963	32.9157279999999	7.1e-08	-7.14874165128092	0.000787816	5.7970272259014e-07
ENSG00000102901	ENST00000562787	ENSP00000457810	80152	CENPT	centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]	1	5.84073	4.81543	-3796.3106	-3785.56677	21.4876599999998	2.1578e-05	-4.66598881123865	0.239429488	0.000118120122348298	5.98223	4.06993	-3866.654755	-3858.256114	16.7972820000005	0.000225173	-3.64748368599653	1	0.00104409511408274	5.84717	4.77524	-3796.17333	-3785.56514	21.2163799999998	2.4713e-05	-4.60707453082772	0.274215448	0.000137107724	5.98245	4.1979	-3866.639116	-3858.248755	16.7807219999995	0.000227045	-3.6438880577195	1	0.00108965887543253
ENSG00000102977	ENST00000620338	ENSP00000483117	65057	ACD	adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25070]	1	3.69345	14.17627	-3566.867049	-3561.86497	10.0041579999997	0.006723953	-2.17237533091252	1	0.0228022562616137	3.73106	12.56863	-3626.56003	-3621.638952	9.84215600000061	0.007291267	-2.13719699797868	1	0.0252509046916355	3.69638	14.42418	-3566.852138	-3561.95717	9.78993600000013	0.007484149	-2.12585757482867	1	0.0255992963329223	3.73362	12.76421	-3626.529511	-3621.68669	9.68564200000037	0.00788478	-2.10321041978834	1	0.0279519229648562
ENSG00000103168	ENST00000567759	ENSP00000455265	9013	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa [Source:HGNC Symbol;Acc:HGNC:11534]	1	5.82514	8.70346	-6003.536323	-5996.014583	15.0434800000003	0.00054119	-3.26665023680639	1	0.00231141040800616	5.81496	8.62901	-6123.282551	-6116.083362	14.3983779999999	0.000747192	-3.12656778663671	1	0.00316928227522936	5.82516	9.00831	-6003.379033	-5996.024529	14.7090079999998	0.000639705	-3.19402025477888	1	0.00276839574102964	5.81564	8.90973	-6123.098469	-6116.141646	13.9136459999991	0.000952117	-3.02130968046822	1	0.00407431169764751
ENSG00000103494	ENST00000379925	ENSP00000369257	23322	RPGRIP1L	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	1	6.33761	12.40595	-7040.841302	-7028.451071	24.7804619999988	4.159e-06	-5.38101107963507	0.046148264	2.53840836083608e-05	6.36106	13.40568	-7115.834342	-7105.349819	20.9690460000002	2.7966e-05	-4.55336964668377	0.310310736	0.000151964121449559	6.345	13.04035	-7040.322831	-7028.344987	23.955688	6.282e-06	-5.20190206793751	0.069705072	3.82994901098901e-05	6.3766	13.93428	-7115.248488	-7105.319757	19.8574619999999	4.8754e-05	-4.31198974700826	0.540974384	0.000263119836575875
ENSG00000104689	ENST00000221132	ENSP00000221132	8797	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	4	3.38559	3.37837	-4081.623309	-4065.008079	33.2304599999998	6.1e-08	-7.21467016498923	0.000676856	4.81063255152807e-07	3.24215	3.28796	-4112.062684	-4095.724282	32.6768040000006	8e-08	-7.09691001300806	0.00088768	6.23370786516854e-07	3.38857	3.50677	-4081.467862	-4064.99836	32.9390039999998	7e-08	-7.15490195998574	0.00077672	5.57988505747126e-07	3.24268	3.37945	-4111.898693	-4095.720952	32.3554819999999	9.4e-08	-7.0268721464003	0.001043024	7.56362581580856e-07
ENSG00000105053	ENST00000599538	ENSP00000469880	51231	VRK3	vaccinia related kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]	1	8.07818	5.13264	-2844.465437	-2836.503733	15.9234079999997	0.000348559	-3.45772369904173	1	0.0015458076195044	8.24463	4.39144	-2905.861372	-2899.161988	13.398768	0.00123167	-2.90950563663322	1	0.00501159160982765	8.07845	5.40102	-2843.926537	-2836.485646	14.8817819999995	0.000586762	-3.23153801978563	1	0.00255723140298507	8.24794	4.91454	-2905.387161	-2899.132795	12.5087320000002	0.001922044	-2.71623667455588	1	0.00777789942523705
ENSG00000105339	ENST00000262585	ENSP00000262585	22898	DENND3	DENN/MADD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]	1	4.59036	7.38175	-8444.303128	-8436.045147	16.5159619999977	0.000259182	-3.58639516318771	1	0.0011771933982808	4.63898	6.88901	-8550.908974	-8542.187907	17.4421340000008	0.000163113	-3.78751142459262	1	0.00077478675	4.60383	7.94857	-8443.186266	-8436.198291	13.97595	0.000922914	-3.03483876600069	1	0.00385421668949944	4.64678	7.53879	-8549.757618	-8542.328379	14.8584779999983	0.000593639	-3.22647757516768	1	0.00266034666558966
ENSG00000105374	ENST00000221978	ENSP00000221978	4818	NKG7	natural killer cell granule protein 7 [Source:HGNC Symbol;Acc:HGNC:7830]	2	3.23379	7.86973	-1299.533781	-1286.894147	25.2792680000002	3.241e-06	-5.48932096896779	0.035962136	2.00905787709497e-05	2.88409	7.96191	-1327.887457	-1315.2513	25.2723140000003	3.252e-06	-5.48784946307797	0.036084192	2.05023818181818e-05	3.23552	7.98033	-1299.293474	-1286.914598	24.757752	4.207e-06	-5.376027487983	0.046680872	2.63584822134387e-05	2.88606	8.03421	-1327.619841	-1315.281228	24.6772259999998	4.379e-06	-5.35862505480787	0.048589384	2.80539168591224e-05
ENSG00000105383	ENST00000262262	ENSP00000262262	945	CD33	CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]	1	3.87663	11.22591	-2735.623615	-2727.775002	15.6972260000002	0.000390293	-3.40860923782619	1	0.0017110593156855	4.01226	10.74285	-2793.347623	-2784.603495	17.4882560000005	0.000159395	-3.79752530594158	1	0.000758424922813036	3.87636	11.29715	-2735.591913	-2727.735335	15.7131560000007	0.000387197	-3.41206801626161	1	0.00173589410585859	4.01173	10.8796	-2793.341527	-2784.578129	17.5267960000001	0.000156352	-3.80589655904268	1	0.000771744569395018
ENSG00000105492	ENST00000425629	ENSP00000401502	946	SIGLEC6	sialic acid binding Ig-like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]	5	5.56	21.38031	-3138.214889	-3101.786132	72.8575139999994	0	-Inf	0	0	5.37794	21.83833	-3213.983741	-3176.517166	74.9331499999998	0	-Inf	0	0	5.65888	23.7494	-3138.204109	-3100.919125	74.5699679999998	0	-Inf	0	0	5.3653	21.4221	-3213.982539	-3176.487674	74.9897300000002	0	-Inf	0	0
ENSG00000105612	ENST00000222219	ENSP00000222219	1777	DNASE2	deoxyribonuclease II, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]	2	3.67274	8.14107	-2130.486528	-2122.562613	15.8478299999997	0.000361982	-3.44131302475698	1	0.00160022002868526	3.62518	8.18062	-2180.945072	-2172.83601	16.218124	0.000300801	-3.52172072428465	1	0.00137353411358025	3.67789	8.43225	-2130.336812	-2122.621418	15.4307879999997	0.00044591	-3.35075278803137	1	0.00197991891156463	3.62728	8.50632	-2180.895844	-2172.882249	16.0271900000007	0.000330933	-3.48025992367329	1	0.00155200024006762
ENSG00000105939	ENST00000242351	ENSP00000242351	56829	ZC3HAV1	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	3	3.17693	3.53503	-7366.610697	-7346.209056	40.8032820000008	1e-09	-9	1.1096e-05	9.68237347294939e-09	3.23522	3.60661	-7440.1973	-7420.778556	38.8374879999992	4e-09	-8.39794000867204	4.4384e-05	3.65e-08	3.17675	3.50046	-7362.638153	-7346.208428	32.8594499999999	7.3e-08	-7.13667713987954	0.000810008	5.80234957020057e-07	3.234	3.41833	-7440.196895	-7420.758366	38.877058	4e-09	-8.39794000867204	4.4384e-05	3.85277777777778e-08
ENSG00000106066	ENST00000409850	ENSP00000387164	54504	CPVL	carboxypeptidase, vitellogenic-like [Source:HGNC Symbol;Acc:HGNC:14399]	1	4.35699	6.96549	-3087.206031	-3079.996126	14.4198100000003	0.000739227	-3.13122217904868	1	0.00307438635382309	4.20709	6.7143	-3136.426811	-3129.534516	13.7845899999993	0.00101558	-2.99328586035362	1	0.00420010275065225	4.36707	7.2269	-3087.181371	-3079.977444	14.407854	0.00074366	-3.12862557772519	1	0.00316519039509014	4.20918	7.0544	-3136.412643	-3129.512483	13.8003200000003	0.001007624	-2.99670149684737	1	0.00429450993548387
ENSG00000106603	ENST00000395879	ENSP00000379218	55744	COA1	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21868]	4	2.60907	7.7398	-1217.407578	-1205.428203	23.9587500000002	6.272e-06	-5.20259395032362	0.069594112	3.72958799571276e-05	3.1322	9.42727	-1229.406705	-1216.431548	25.9503140000002	2.317e-06	-5.63507396621002	0.025709432	1.49647450523865e-05	2.60906	7.73404	-1217.363207	-1205.425698	23.8750180000002	6.54e-06	-5.18442225167573	0.07256784	3.97632e-05	3.13207	9.41995	-1229.3887	-1216.429517	25.9183659999999	2.354e-06	-5.62819354149258	0.026119984	1.56407089820359e-05
ENSG00000106804	ENST00000223642	ENSP00000223642	727	C5	complement component 5 [Source:HGNC Symbol;Acc:HGNC:1331]	1	3.75225	5.48251	-9802.425858	-9791.289075	22.2735659999998	1.4567e-05	-4.83662987977412	0.161635432	8.2299099796334e-05	3.84236	5.21952	-9876.607224	-9866.261984	20.6904799999975	3.2145e-05	-4.49288656990249	0.35668092	0.000172586550556362	3.7531	5.66677	-9802.00791	-9791.305821	21.4041780000007	2.2498e-05	-4.64785608755842	0.249637808	0.000125446134673367	3.84301	5.38561	-9876.002564	-9866.280556	19.4440160000013	5.995e-05	-4.22221081256513	0.6652052	0.000319196353166987
ENSG00000108622	ENST00000412356	ENSP00000415283	3384	ICAM2	intercellular adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:5345]	1	5.87858	8.52385	-2075.808678	-2071.247656	9.12204399999973	0.010451372	-1.98082669396275	1	0.033727455160221	5.34782	6.99514	-2125.657789	-2121.346736	8.6221059999998	0.013419412	-1.87226651328401	1	0.044027733752809	5.89445	8.90855	-2075.779516	-2071.2087	9.14163199999984	0.010349511	-1.98508016953254	1	0.0343826868431138	5.42869	7.48467	-2125.632389	-2121.281379	8.70201999999972	0.012893783	-1.88961964315978	1	0.0436617137186451
ENSG00000109072	ENST00000226218	ENSP00000226218	7448	VTN	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	1	4.51382	2.9338	-3199.228684	-3189.454851	19.5476660000004	5.6922e-05	-4.24471984903567	0.631606512	0.000289860721431849	4.51545	2.66806	-3247.875116	-3237.884548	19.9811360000003	4.583e-05	-4.33885014275521	0.50852968	0.000239533528026378	4.51375	2.93002	-3198.899736	-3189.452976	18.8935199999996	7.8945e-05	-4.10267537092704	0.87597372	0.000400170726359068	4.51537	2.66406	-3247.583225	-3237.88215	19.4021499999999	6.1218e-05	-4.21312086296397	0.679274928	0.000325167509813308
ENSG00000110074	ENST00000263578	ENSP00000263578	55572	FOXRED1	FAD-dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]	1	3.09342	4.58811	-3032.270149	-3025.569481	13.4013359999999	0.00123009	-2.91006311207812	1	0.0048764125187567	3.09168	5.14704	-3068.719859	-3061.401557	14.6366039999994	0.000663288	-3.17829785975111	1	0.00284432325811437	3.11041	6.91037	-3031.873642	-3025.277717	13.1918500000002	0.001365923	-2.86457378207297	1	0.00548941746034046	3.09842	5.99193	-3068.37042	-3061.294583	14.1516740000006	0.000845285	-3.07299683772615	1	0.00365806644305772
ENSG00000110448	ENST00000347785	ENSP00000342681	921	CD5	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]	2	4.44673	7.5551	-3529.572035	-3521.886482	15.3711060000005	0.000459417	-3.33779293846273	1	0.00198701857833203	4.06595	7.81874	-3618.826523	-3609.24797	19.1571060000006	6.9197e-05	-4.15991273374683	0.767809912	0.000351883552703941	4.4495	7.8629	-3529.518594	-3521.898713	15.2397620000002	0.0004906	-3.30927245612963	1	0.00216277218911402	4.06697	8.0912	-3618.50473	-3609.273789	18.4618820000005	9.7961e-05	-4.00894679018406	1	0.000502820218316374
ENSG00000111729	ENST00000229332	ENSP00000229332	50856	CLEC4A	C-type lectin domain family 4, member A [Source:HGNC Symbol;Acc:HGNC:13257]	3	3.46137	14.69008	-1653.121573	-1636.862001	32.5191439999999	8.7e-08	-7.06048074738138	0.000965352	6.71782881002088e-07	3.44968	11.92012	-1678.162555	-1664.395349	27.5344120000004	1.049e-06	-5.97922451180644	0.011639704	7.09738048780488e-06	3.46511	14.73007	-1653.115335	-1636.86174	32.5071899999998	8.7e-08	-7.06048074738138	0.000965352	6.85132718239886e-07	3.42289	11.54218	-1678.159836	-1664.368696	27.5822800000001	1.025e-06	-5.98927613460823	0.0113734	7.14409547738693e-06
