Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	UniProt.SwissProt.Accession	EntrezGene.ID	HGNC.symbol	Description	PSR.total	uncharacterized.gene.symbol	RLR	TLR.CLR.NLR.cytDNA	PRR.and.innate	secreted.UniProt	cell.membrane.UniProt	MitoCarta2	virus.interacting.human.proteins.phisto	virus.interacting.human.proteins.phisto.info	virus.infection.GenomeRNAi	virus.infection.GenomeRNAi.info	expression.mouse.immune.cells.immgen.all.14	expression.mouse.immune.cells.immgen.any	expression.mouse.immune.cells.immgen.info	differential.expression.virus.infection	human.adaptation
ENSG00000184232	ENST00000328965	ENSP00000332613	Q86UD1	220323	OAF	OAF homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:28752]	1	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	ACTT8 DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000184361	ENST00000331780	ENSP00000331532	Q96LK8	124783	SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000184730	ENST00000564831	ENSP00000457539	Q0VD83	55911	APOBR	apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087]	3	0	0	0	0	0	1	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000184857	ENST00000333050	ENSP00000331640	Q96B77	25880	TMEM186	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]	1	1	0	0	0	0	0	1	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000186143	ENST00000335524	ENSP00000335017	Q53SZ7	339779	PRR30	proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000186190	ENST00000375494	ENSP00000364643	P59826	359710	BPIFB3	BPI fold containing family B, member 3 [Source:HGNC Symbol;Acc:HGNC:16178]	1	0	0	0	1	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000186318	ENST00000313005	ENSP00000318585	P56817	23621	BACE1	beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:HGNC:933]	1	0	0	0	0	0	0	0	0	NA	1	Decreased influenza A virus infection; Decreased influenza A virus infection; Decreased influenza A virus infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000186458	ENST00000382376	ENSP00000371813	Q7Z7B7	400830	DEFB132	defensin, beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]	2	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000186471	ENST00000371431	ENSP00000360485	Q86UN6	158798	AKAP14	A kinase (PRKA) anchor protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000186652	ENST00000311862	ENSP00000312134	P13727	5553	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:HGNC:9362]	3	0	0	0	0	1	0	0	0	NA	1	Increased JFH-1 genotype 2a Hepatitis C virus (HCV) infection	0	1	MF SP	0	0
ENSG00000186976	ENST00000262726	ENSP00000262726	Q5THR3	64800	EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000187135	ENST00000335523	ENSP00000335038	A6NLU5	342865	VSTM2B	V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33595]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	T4	0	0
ENSG00000187735	ENST00000521604	ENSP00000428426	P23193	6917	TCEA1	transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:HGNC:11612]	1	0	0	0	0	0	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE BH10  (P69697); Human immunodeficiency virus 1 (HIV1) CLONE 12  (P04326); Human immunodeficiency virus 1 (HIV1) ISOLATE ZAIRE 3  (P12510); Human immunodeficiency virus 1 (HIV1) ISOLATE Z-84  (P12511); Human immunodeficiency virus 1 (HIV1) ISOLATE BH5 (P04612); Human immunodeficiency virus 1 (HIV1) ISOLATE ARV2 / SF2  (P04614); Human immunodeficiency virus 1 (HIV1) ISOLATE BRU  (P04610); Human immunodeficiency virus 1 (HIV1) ISOLATE CDC-451 (P05907); Human immunodeficiency virus 1 (HIV1) ISOLATE JRCSF  (P20879); Human immunodeficiency virus 1 (HIV1) ISOLATE ELI  (P04611); Human immunodeficiency virus 1 (HIV1) ISOLATE SF33  (P19552); Human immunodeficiency virus 1 (HIV1) ISOLATE SF162  (P19553); Human immunodeficiency virus 1 (HIV1) ISOLATE ZAIRE HZ321  (P12512); Human immunodeficiency virus 1 (HIV1) ISOLATE MN (P05905); Human immunodeficiency virus 1 (HIV1) ISOLATE MAL (P04613); Human immunodeficiency virus 1 (HIV1) ISOLATE OYI (P20893); Human immunodeficiency virus 1 (HIV1) ISOLATE RF / HAT  (P05908); Human immunodeficiency virus 1 (HIV1) ISOLATE SC  (P05906); Human immunodeficiency virus 1 (HIV1) STRAIN UGANDAN / ISOLATE U455 (P24738); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04608); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB3 (P69698); Human immunodeficiency virus 1 (HIV1) ISOLATE ZAIRE 6 (P04609); Human immunodeficiency virus 1 ISOLATE YU2 (P35965)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000187889	ENST00000343433	ENSP00000345972	Q5VWT5	199920	C1orf168	chromosome 1 open reading frame 168 [Source:HGNC Symbol;Acc:HGNC:27295]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000188133	ENST00000342743	ENSP00000345468	Q68D42	401498	TMEM215	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000188257	ENST00000400520	ENSP00000383364	P14555	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:HGNC:9031]	2	0	0	0	0	0	0	0	1	Human herpesvirus 1 STRAIN 17 (P10204); Human herpesvirus 1 STRAIN 17 (P10204)	0	NA	0	0	NA	0	0
ENSG00000188694	ENST00000340345	ENSP00000339238	Q3LI83	643803	KRTAP24-1	keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000188820	ENST00000368605	ENSP00000357594	Q5R3K3	441168	FAM26F	family with sequence similarity 26, member F [Source:HGNC Symbol;Acc:HGNC:33391]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK T4 T8	0	0
ENSG00000188984	ENST00000359318	ENSP00000352268	Q5VUY0	126767	AADACL3	arylacetamide deacetylase-like 3 [Source:HGNC Symbol;Acc:HGNC:32037]	3	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000189058	ENST00000343267	ENSP00000345179	P05090	347	APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000189325	ENST00000437635	ENSP00000418983	P0C671	389384	C6orf222	chromosome 6 open reading frame 222 [Source:HGNC Symbol;Acc:HGNC:33769]	3	1	0	0	0	0	0	0	0	NA	0	NA	0	1	GDT	0	0
ENSG00000189350	ENST00000379558	ENSP00000368876	Q6ZUX3	165186	FAM179A	family with sequence similarity 179, member A [Source:HGNC Symbol;Acc:HGNC:33715]	1	1	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity	0	1	GDT	0	0
ENSG00000196352	ENST00000367063	ENSP00000356030	P08174	1604	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]	9	0	0	0	1	1	1	0	1	Human echovirus 11 (Q80HA4); Human echovirus 11 (Q80HA4); Human echovirus 11 (Q8JKE8); Human echovirus 11 (Q8JKE8); Human echovirus 7 (Q914E0)	1	Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection	0	1	ACTT8 B DC GN MF NK PROB SP T4 T8	0	0
ENSG00000196476	ENST00000360321	ENSP00000353470	Q9NUD7	140680	C20orf96	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]	2	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000196684	ENST00000616645	ENSP00000482604	Q96JZ2	84941	HSH2D	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000197142	ENST00000356116	ENSP00000348429	Q9ULC5	51703	ACSL5	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000197249	ENST00000448921	ENSP00000416066	P01009	5265	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	1	0	0	0	0	1	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578); Hepatitis C virus ISOLATE CON1 (Q9WMX2)	1	Decreased influenza A/WSN/33 replication; Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	1	B DC	0	0
ENSG00000197309	ENST00000318666	ENSP00000323895	Q8NH80	26497	OR10D3	olfactory receptor, family 10, subfamily D, member 3 (non-functional) [Source:HGNC Symbol;Acc:HGNC:8168]	3	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000197467	ENST00000398978	ENSP00000381949	Q5TAT6	1305	COL13A1	collagen, type XIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2190]	3	0	0	0	0	0	1	0	0	NA	0	NA	0	1	DC GDT MO NK NKT PRET PROB T4 T8	0	0
ENSG00000197471	ENST00000360121	ENSP00000353238	P16150	6693	SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]	2	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000197487	ENST00000357330	ENSP00000349884	Q9UBC7	85569	GALP	galanin-like peptide [Source:HGNC Symbol;Acc:HGNC:24840]	2	0	0	0	0	1	0	0	0	NA	1	Decreased Sindbis virus (SINV) infection	0	0	NA	0	0
ENSG00000198523	ENST00000357525	ENSP00000350132	P26678	5350	PLN	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000198673	ENST00000416284	ENSP00000393987	Q8N3H0	338811	FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 [Source:HGNC Symbol;Acc:HGNC:21589]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000198851	ENST00000361763	ENSP00000354566	P07766	916	CD3E	CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:HGNC:1674]	5	0	0	0	0	0	0	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection; Decreased JFH-1 genotype 2a Hepatitis C virus (HCV) infection	0	1	ACTT8 DC GDT MO NK NKT PRET T4 T8	0	0
ENSG00000198930	ENST00000370287	ENSP00000359310	Q6PB30	158511	CSAG1	chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:HGNC:24294]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000203933	ENST00000370540	ENSP00000359571	Q5JRM2	347487	CXorf66	chromosome X open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:33743]	4	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000204237	ENST00000374741	ENSP00000363873	Q5BKU9	339229	OXLD1	oxidoreductase-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27901]	1	0	0	0	0	0	0	1	0	NA	0	NA	0	0	NA	0	0
ENSG00000204300	ENST00000375026	ENSP00000364166	Q6GV28	338661	TMEM225	transmembrane protein 225 [Source:HGNC Symbol;Acc:HGNC:32390]	3	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000204518	ENST00000376221	ENSP00000365395	Q5VUY2	343066	AADACL4	arylacetamide deacetylase-like 4 [Source:HGNC Symbol;Acc:HGNC:32038]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000204711	ENST00000377197	ENSP00000366402	Q5VTT2	138255	C9orf135	chromosome 9 open reading frame 135 [Source:HGNC Symbol;Acc:HGNC:31422]	1	1	0	0	0	0	0	0	1	Influenza A virus STRAIN A / VICTORIA / 3 / 1975 (H3N2) (H9XIJ5)	0	NA	0	0	NA	0	0
ENSG00000205081	ENST00000378657	ENSP00000367926	A6PW82	645090	CXorf30	chromosome X open reading frame 30 [Source:HGNC Symbol;Acc:HGNC:27298]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000205359	ENST00000506729	ENSP00000421339	Q86UG4	133482	SLCO6A1	solute carrier organic anion transporter family, member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	4	0	0	0	0	0	1	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	0	NA	0	0
ENSG00000205403	ENST00000394634	ENSP00000378130	P05156	3426	CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	1	0	0	0	1	1	0	0	1	Hepatitis C virus ISOLATE H (P0C045)	0	NA	0	0	NA	0	0
ENSG00000205884	ENST00000382209	ENSP00000371644	Q30KP8	613210	DEFB136	defensin, beta 136 [Source:HGNC Symbol;Acc:HGNC:34433]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000213231	ENST00000340722	ENSP00000343223	O95988	9623	TCL1B	T-cell leukemia/lymphoma 1B [Source:HGNC Symbol;Acc:HGNC:11649]	1	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000213741	ENST00000396020	ENSP00000379339	P62273	6235	RPS29	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]	1	0	0	0	0	0	0	0	1	Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P15682); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (Q82506); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03454); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05777); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03470); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03427)	1	Decreased Hepatitis C virus replication; Downregulation of RLR pathway after Sendai virus (SeV) infection	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	1
ENSG00000213853	ENST00000359543	ENSP00000352540	P54851	2013	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	4	0	0	0	0	0	1	0	1	Hepatitis C virus ISOLATE CON1 (Q9WMX2)	0	NA	0	1	DC	0	0
ENSG00000214107	ENST00000378981	ENSP00000368264	P43366	4112	MAGEB1	melanoma antigen family B, 1 [Source:HGNC Symbol;Acc:HGNC:6808]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000221855	ENST00000408916	ENSP00000386201	P59536	259287	TAS2R41	taste receptor, type 2, member 41 [Source:HGNC Symbol;Acc:HGNC:18883]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	GN	0	0
ENSG00000221963	ENST00000409652	ENSP00000386280	Q9BWW8	80830	APOL6	apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]	24	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	1	0
ENSG00000231389	ENST00000419277	ENSP00000393566	P20036	3113	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]	4	0	0	0	0	0	1	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04578)	0	NA	0	0	NA	0	0
ENSG00000235109	ENST00000414429	ENSP00000390076	Q96LW9	64288	ZSCAN31	zinc finger and SCAN domain containing 31 [Source:HGNC Symbol;Acc:HGNC:14097]	2	0	0	0	0	0	0	0	0	NA	1	Decreased Sindbis virus (SINV) infection; Decreased SINV infection	0	0	NA	0	0
ENSG00000235568	ENST00000329021	ENSP00000333680	Q8NET5	150372	NFAM1	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	B DC GDT GN MF MO PRET PROB SP	0	0
ENSG00000255837	ENST00000538986	ENSP00000441624	P59543	259295	TAS2R20	taste receptor, type 2, member 20 [Source:HGNC Symbol;Acc:HGNC:19109]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000261371	ENST00000563924	ENSP00000457421	P16284	5175	PECAM1	platelet/endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	2	0	0	0	1	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000263639	ENST00000582163	ENSP00000463092	P08118	4477	MSMB	microseminoprotein, beta- [Source:HGNC Symbol;Acc:HGNC:7372]	1	0	0	0	0	1	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
